How	How	c-crq	How	how	0
Sold	Sold	vvn	Sold	sell	0
ala	ala	fw-la	ala	ala	0
.	.	.	.	.	1
Soldaia	Soldaia	np1	Soldaia	Soldaia	0
directly	directly	av-j	directly	direct	0
over	over	p-acp	over	over	0
against	against	p-acp	against	against	0
Synopolis	Synopolis	np1	Synopolis	Synopolis	0
.	.	.	.	.	1
And	And	cc	And	and	0
there	there	pc-acp	there	there	0
doe	doe	vdi	do	do	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
all	all	d	all	all	0
the	the	dt	the	the	0
Turkie	Turkie	n1	Turkey	turquoise	0
merchants	merchants	n2	merchant's	merchant	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
traffique	traffique	n1	traffic	traffic	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
North	North	n1	North	north	0
countries	countries	n2	countries	country	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
journey	journey	n1	journey	journey	0
outward	outward	j	outward	outward	0
,	,	,	,	,	0
arrive	arrive	vvb	arrive	arrive	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
returne	returne	vvb	return	return	0
homeward	homeward	av	homeward	homeward	0
also	also	av	also	also	0
from	from	p-acp	from	from	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Northerne	Northerne	j	Northern	northern	0
regions	regions	n2	regions	region	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
Turkie	Turkie	n1	Turkey	turquoise	0
.	.	.	.	.	1
The	The	dt	The	the	0
foresaid	foresaid	j-vvn	foresaid	foresay	0
merchants	merchants	n2	merchant's	merchant	0
transport	transport	vvi	transport	transport	0
thither	thither	av	thither	thither	0
ermines	ermines	n2	ermines	ermine	0
and	and	cc	and	and	0
gray	gray	j-jn	grey	grey	0
furres	furres	n2	furs	fur	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
other	other	j-jn	other	other	0
rich	rich	j	rich	rich	0
and	and	cc	and	and	0
costly	costly	j	costly	costly	0
skinnes	skinnes	n2	skins	skin	0
.	.	.	.	.	1
Others	Others	ng2-jn	Others	other	0
carrie	carrie	vvb	carry	carry	0
cloathes	cloathes	n2	clothes	clothes	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
cotton	cotton	n1	cotton	cotton	0
or	or	cc	or	or	0
bombast	bombast	n1	bombast	bombast	0
,	,	,	,	,	0
and	and	cc	and	and	0
silke	silke	n1	silk	silk	0
,	,	,	,	,	0
and	and	cc	and	and	0
divers	divers	j	diverse	diverse	0
kindes	kindes	n2	kinds	kind	0
of	of	pp-f	of	of	0
spices	spices	n2	spices	spice	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
East	East	n1	East	east	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
province	province	n1	province	province	0
standeth	standeth	vvz	stands	stand	0
a	a	dt	a	a	0
citie	citie	n1	city	city	0
The	The	dt	The	the	0
ritie	ritie	n1	ritie	ritie	0
of	of	pp-f	of	of	0
called	called	vvn	called	call	0
Matriga	Matriga	np1	Matriga	Matriga	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
river	river	n1	river	river	0
Tanais	Tanais	np1	Tanais	Tanais	0
dischargeth	dischargeth	vvz	dischargeth	discharge	0
his	his	po31	his	his	0
Matriga	Matriga	np1	Matriga	Matriga	0
.	.	.	.	.	0
streames	streames	n2	streams	stream	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
of	of	pp-f	of	of	0
Pontus	Pontus	np1	Pontus	Pontus	0
,	,	,	,	,	0
the	the	dt	the	the	0
mouth	mouth	n1	mouth	mouth	0
wherof	wherof	c-crq	whereof	whereof	0
is	is	vbz	is	be	0
twelve	twelve	crd	twelve	twelve	0
miles	miles	n2	miles	mile	0
in	in	p-acp	in	in	0
breadth	breadth	n1	breadth	breadth	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
this	this	d	this	this	0
river	river	n1	river	river	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
it	it	pn31	it	it	0
entreth	entreth	vvz	entereth	enter	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
of	of	pp-f	of	of	0
Pontus	Pontus	np1	Pontus	Pontus	0
,	,	,	,	,	0
maketh	maketh	vv2	makes	make	0
a	a	dt	a	a	0
little	little	j	little	little	0
sea	sea	n1	sea	sea	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
in	in	p-acp	in	in	0
breadth	breadth	n1	breadth	breadth	0
and	and	cc	and	and	0
length	length	n1	length	length	0
seven	seven	crd	seven	seven	0
hundreth	hundreth	ord	hundreth	hundred	0
miles	miles	n2	miles	mile	0
,	,	,	,	,	0
&	&	cc	&	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
place	place	n1	place	place	0
thereof	thereof	av	thereof	thereof	0
above	above	p-acp	above	above	0
sixe	sixe	crd	sixe	six	0
paces	paces	n2	paces	pace	0
deepe	deepe	av-jn	deep	deep	0
,	,	,	,	,	0
whereupon	whereupon	c-crq	whereupon	whereupon	0
great	great	j	great	great	0
vessels	vessels	n2	vessels	vessel	0
cannot	cannot	vmbx	cannot	can	0
sayle	sayle	vvi	sail	sail	0
over	over	p-acp	over	over	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Howbeit	Howbeit	a-acp	Howbeit	howbeit	0
the	the	dt	the	the	0
merchants	merchants	n2	merchant's	merchant	0
of	of	pp-f	of	of	0
\\Matriga	\\Matriga	np1	\\Matriga	\\Matriga	0
.	.	.	.	.	1
Constantinople	Constantinople	np1	Constantinople	Constantinople	0
,	,	,	,	,	0
arriving	arriving	vvg	arriving	arrive	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
foresayd	foresayd	zz	foresayd	foresayd	0
ci	ci	fw-fr	ci	ci	0
tie	tie	n1	tie	tie	0
of	of	pp-f	of	of	0
II	II	crd	II	two	0
Materta	Materta	np1	Materta	Materta	0
,	,	,	,	,	0
send	send	vvb	send	send	0
their	their	po32	their	their	0
barkes	barkes	n2	barks	bark	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
river	river	n1	river	river	0
of	of	pp-f	of	of	0
Tanais	Tanais	np1	Tanais	Tanais	0
to	to	pc-acp	to	to	0
buy	buy	vvi	buy	buy	0
dried	dried	j-vvn	dried	dry	0
fishes	fishes	n2	fish	fish	0
,	,	,	,	,	0
Sturgeons	Sturgeons	n2	Sturgeons	sturgeon	0
,	,	,	,	,	0
Thosses	Thosses	n2	Thosses	thoss	0
,	,	,	,	,	0
Barbils	Barbils	n2	Barbils	barbil	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
infinite	infinite	j	infinite	infinite	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
fishes	fishes	n2	fish	fish	0
.	.	.	.	.	1
The	The	dt	The	the	0
foresayd	foresayd	j-vvn	foresaid	foresay	0
province	province	n1	province	province	0
of	of	pp-f	of	of	0
Cassaria	Cassaria	np1	Cassaria	Cassaria	0
is	is	vbz	is	be	0
compassed	compassed	vvn	compassed	compass	0
in	in	p-acp	in	in	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
on	on	p-acp	on	on	0
three	three	crd	three	three	0
sides	sides	n2	sides	side	0
thereof	thereof	av	thereof	thereof	0
:	:	:	:	:	0
namely	namely	av	namely	namely	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
West	West	n1	West	west	0
side	side	n1	side	side	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
Kersova	Kersova	np1	Kersova	Kersova	0
the	the	dt	the	the	0
citie	citie	n1	city	city	0
of	of	pp-f	of	of	0
Saint	Saint	n1	Saint	saint	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
230	230	crd	230	230	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Clement	Clement	j	Clement	clement	0
is	is	vbz	is	be	0
situate	situate	j	situate	situate	0
:	:	:	:	:	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
South	South	n1	South	south	0
side	side	n1	side	side	0
the	the	dt	the	the	0
citie	citie	n1	city	city	0
of	of	pp-f	of	of	0
Soldaia	Soldaia	np1	Soldaia	Soldaia	0
whereat	whereat	c-crq	whereat	whereat	0
we	we	pns12	we	we	0
arrived	arrived	vvd	arrived	arrive	0
:	:	:	:	:	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
East	East	n1	East	east	0
side	side	n1	side	side	0
Maricandis	Maricandis	np1	Maricandis	Maricandis	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
stands	stands	vvz	stands	stand	0
the	the	dt	the	the	0
citie	citie	n1	city	city	0
of	of	pp-f	of	of	0
Matriga	Matriga	np1	Matriga	Matriga	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
mouth	mouth	n1	mouth	mouth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
river	river	n1	river	river	0
Tanais	Tanais	np1	Tanais	Tanais	0
.	.	.	.	.	1
Beyond	Beyond	p-acp	Beyond	beyond	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
mouth	mouth	n1	mouth	mouth	0
standeth	standeth	vvz	stands	stand	0
Zikia	Zikia	fw-la	Zikia	zikia	0
,	,	,	,	,	0
Zikia	Zikia	fw-la	Zikia	zikia	0
.	.	.	.	.	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
subjection	subjection	n1	subjection	subjection	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Tartars	Tartars	np2	Tartars	Tartar	0
:	:	:	:	:	0
also	also	av	also	also	0
the	the	dt	the	the	0
people	people	n1	people	people	0
called	called	vvn	called	call	0
Suevi	Suevi	np1	Suevi	Suevi	0
and	and	cc	and	and	0
Hiberi	Hiberi	np1	Hiberi	Hiberi	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
East	East	n1	East	east	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
likewise	likewise	av	likewise	likewise	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
Tartars	Tartars	np2	Tartars	Tartar	0
dominion	dominion	n1	dominion	dominion	0
.	.	.	.	.	1
Moreover	Moreover	np1	Moreover	Moreover	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
South	South	n1	South	south	0
,	,	,	,	,	0
standeth	standeth	vvz	stands	stand	0
the	the	dt	the	the	0
citie	citie	n1	city	city	0
of	of	pp-f	of	of	0
Trapesunda	Trapesunda	np1	Trapesunda	Trapesunda	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
governour	governour	n1	governor	governor	0
proper	proper	j	proper	proper	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
named	named	vvn	nam	name	0
Guydo	Guydo	np1	Guydo	Guydo	0
,	,	,	,	,	0
being	being	vbg	being	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
linage	linage	n1	lineage	lineage	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
emperours	emperours	ng1	emperors	emperor	0
of	of	pp-f	of	of	0
Constantinople	Constantinople	np1	Constantinople	Constantinople	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
subject	subject	j-jn	subject	subject	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Tartars	Tartars	np2	Tartars	Tartar	0
.	.	.	.	.	1
Next	Next	ord	Next	next	0
unto	unto	p-acp	unto	unto	0
that	that	d	that	that	0
is	is	vbz	is	be	0
Synopolis	Synopolis	np1	Synopolis	Synopolis	0
the	the	dt	the	the	0
citie	citie	n1	city	city	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Soldan	Soldan	n1	Soldan	sultan	0
of	of	pp-f	of	of	0
Turkie	Turkie	n1	Turkey	turquoise	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
likewise	likewise	av	likewise	likewise	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
subjection	subjection	n1	subjection	subjection	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Next	Next	ord	Next	next	0
unto	unto	p-acp	unto	unto	0
these	these	d	these	these	0
lyeth	lyeth	vvz	lies	lie	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
of	of	pp-f	of	of	0
Vastacius	Vastacius	np1	Vastacius	Vastacius	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
sonne	sonne	n1	son	son	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
Astar	Astar	n1	Astar	astar	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
grandfather	grandfather	n1	grandfather	grandfather	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
mothers	mothers	ng1	mother's	mother	0
side	side	n1	side	side	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
subjection	subjection	n1	subjection	subjection	0
.	.	.	.	.	1
All	All	av-d	All	all	0
the	the	dt	the	the	0
land	land	n1	land	land	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
mouth	mouth	n1	mouth	mouth	0
of	of	pp-f	of	of	0
Tanais	Tanais	np1	Tanais	Tanais	0
Westward	Westward	av	Westward	westward	0
as	as	a-acp	as	as	0
farre	farre	av-j	far	far	0
as	as	c-acp	as	as	0
Danubius	Danubius	np1	Danubius	Danubius	0
is	is	vbz	is	be	0
under	under	p-acp	under	under	0
their	their	po32	their	their	0
jurisdiction	jurisdiction	n1	jurisdiction	jurisdiction	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Yea	Yea	uh	Yea	yea	0
beyond	beyond	p-acp	beyond	beyond	0
Danubius	Danubius	np1	Danubius	Danubius	0
also	also	av	also	also	0
,	,	,	,	,	0
towards	towards	p-acp	towards	towards	0
Constantinople	Constantinople	np1	Constantinople	Constantinople	0
,	,	,	,	,	0
Valakia	Valakia	np1	Valakia	Valakia	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
land	land	n1	land	land	0
of	of	pp-f	of	of	0
Assanus	Assanus	np1	Assanus	Assanus	0
,	,	,	,	,	0
and	and	cc	and	and	0
Bulgaria	Bulgaria	np1	Bulgaria	Bulgaria	0
minor	minor	j	minor	minor	0
as	as	c-acp	as	as	0
farre	farre	av-j	far	far	0
as	as	c-acp	as	as	0
Solonia	Solonia	np1	Solonia	Solonia	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
all	all	d	all	all	0
pay	pay	vvi	pay	pay	0
tribute	tribute	n1	tribute	tribute	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
.	.	.	.	.	1
And	And	cc	And	and	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
tribute	tribute	n1	tribute	tribute	0
imposed	imposed	vvn	imposed	impose	0
,	,	,	,	,	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
also	also	av	also	also	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
yeares	yeares	n2	years	year	0
,	,	,	,	,	0
exacted	exacted	vvn	exacted	exact	0
of	of	pp-f	of	of	0
every	every	d	every	every	0
houshold	houshold	n1	household	household	0
an	an	dt	and	a	0
axe	axe	n1	axe	axe	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
such	such	d	such	such	0
corne	corne	n1	corn	corn	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
found	found	vvd	found	find	0
lying	lying	vvg	lying	lie	0
on	on	p-acp	on	on	0
heapes	heapes	n2	heaps	heap	0
.	.	.	.	.	1
We	We	pns12	We	we	0
arrived	arrived	vvd	arrived	arrive	0
therefore	therefore	av	therefore	therefore	0
at	at	p-acp	at	at	0
Soldaia	Soldaia	np1	Soldaia	Soldaia	0
the	the	dt	the	the	0
twelfth	twelfth	ord	twelfth	twelve	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Kalends	Kalends	n2	Kalends	kalend	0
of	of	pp-f	of	of	0
June	June	np1	June	June	0
.	.	.	.	.	1
And	And	cc	And	and	0
divers	divers	j	diverse	diverse	0
merchants	merchants	n2	merchant's	merchant	0
of	of	pp-f	of	of	0
Constantinople	Constantinople	np1	Constantinople	Constantinople	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
arrived	arrived	vvn	arrived	arrive	0
there	there	a-acp	there	there	0
before	before	p-acp	before	before	0
us	us	pno12	us	we	0
,	,	,	,	,	0
reported	reported	vvn	reported	report	0
that	that	d	that	that	0
certaine	certaine	j	certain	certain	0
messengers	messengers	n2	messengers	messenger	0
were	were	vbdr	were	be	0
com-ming	com-ming	j	coming	coming	0
thither	thither	av	thither	thither	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
land	land	n1	land	land	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
travell	travell	vvi	travel	travel	0
unto	unto	p-acp	unto	unto	0
Sartach	Sartach	np1	Sartach	Sartach	0
.	.	.	.	.	1
Notwithstanding	Notwithstanding	a-acp	Notwithstanding	notwithstanding	0
I	I	pns11	I	i	0
my	my	po11	my	my	0
self	self	n1	self	self	0
had	had	vhd	had	have	0
publikely	publikely	av-j	publicly	public	0
given	given	vvn	given	give	0
out	out	av	out	out	0
upon	upon	p-acp	upon	upon	0
Palme	Palme	n1	Palm	palm	0
Sunday	Sunday	np1	Sunday	Sunday	0
within	within	p-acp	within	within	0
ye	ye	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Sancta	Sancta	fw-la	Sancta	sancta	0
Sophia	Sophia	np1	Sophia	Sophia	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
your	your	po22	your	your	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
mans	mans	ng1	men	man	0
messenger	messenger	n1	messenger	messenger	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
travailed	travailed	vvn	travailed	travail	0
unto	unto	p-acp	unto	unto	0
those	those	d	those	those	0
infidels	infidels	n2	infidels	infidel	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
rule	rule	n1	rule	rule	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
order	order	n1	order	order	0
.	.	.	.	.	1
And	And	np1	And	And	0
being	being	vbg	being	be	0
arrived	arrived	vvn	arrived	arrive	0
,	,	,	,	,	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
merchants	merchants	n2	merchant's	merchant	0
admonished	admonished	vvn	admonished	admonish	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
diligent	diligent	j	diligent	diligent	0
heede	heede	n1	heed	heed	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
spake	spake	vvd	spoke	speak	0
:	:	:	:	:	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
having	having	vhg	having	have	0
reported	reported	vvn	reported	report	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
messenger	messenger	n1	messenger	messenger	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
say	say	vvi	say	say	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
were	were	vbdr	were	be	0
no	no	dx	no	no	0
messenger	messenger	n1	messenger	messenger	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
free	free	j	free	free	0
passage	passage	n1	passage	passage	0
granted	granted	vvn	granted	grant	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Then	Then	av	Then	then	0
I	I	pns11	I	i	0
spake	spake	vvd	spoke	speak	0
after	after	p-acp	after	after	0
this	this	d	this	this	0
maner	maner	n1	manner	manner	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
governors	governors	n2	governors	governor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
citie	citie	n1	city	city	0
,	,	,	,	,	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
unto	unto	p-acp	unto	unto	0
their	their	po32	their	their	0
Lieutenants	Lieutenants	n2	Lieutenants	lieutenant	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
231	231	crd	231	231	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
governors	governors	n2	governors	governor	0
themselves	themselves	px32	themselves	themselves	0
were	were	vbdr	were	be	0
gone	gone	vvn	gone	go	0
to	to	pc-acp	to	to	0
pay	pay	vvi	pay	pay	0
tribute	tribute	n1	tribute	tribute	0
unto	unto	p-acp	unto	unto	0
Baatu	Baatu	fw-la	Baatu	baatu	0
,	,	,	,	,	0
&	&	cc	&	and	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
returned	returned	vvn	returned	return	0
.	.	.	.	.	1
We	We	pns12	We	we	0
heard	heard	vvd	herd	hear	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
lord	lord	n1	lord	lord	0
Sartach	Sartach	vvb	Sartach	sartach	0
(	(	(	(	(	0
quoth	quoth	vvd	quoth	quoth	0
I	I	pns11	I	i	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
land	land	n1	land	land	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
become	become	vvn	become	become	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Christians	Christians	np1	Christians	Christians	0
were	were	vbdr	were	be	0
exceeding	exceeding	vvg	exceeding	exceed	0
glad	glad	j	glad	glad	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
&	&	cc	&	and	0
especially	especially	av-j	especially	especial	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
Christian	Christian	njp	Christian	christian	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
there	there	a-acp	there	there	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
pilgrimage	pilgrimage	n1	pilgrimage	pilgrimage	0
,	,	,	,	,	0
&	&	cc	&	and	0
fighteth	fighteth	vvz	fights	fight	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Saracens	Saracens	np2	Saracens	Saracen	0
to	to	pc-acp	to	to	0
redeeme	redeeme	vvi	redeem	redeem	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
places	places	n2	places	place	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
handes	handes	n2	hands	hand	0
:	:	:	:	:	0
wherfore	wherfore	c-crq	wherefore	wherefore	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
determined	determined	vvn	determined	determine	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
unto	unto	p-acp	unto	unto	0
Sartach	Sartach	np1	Sartach	Sartach	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
deliver	deliver	vvi	deliver	deliver	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
ye	ye	pn22	you	you	0
letters	letters	n2	letters	letter	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
lord	lord	n1	lord	lord	0
the	the	dt	the	the	0
king	king	n1	king	king	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
he	he	pns31	he	he	0
admonisheth	admonisheth	vvz	admonisheth	admonish	0
him	him	pno31	him	he	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
good	good	j	good	good	0
and	and	cc	and	and	0
commoditie	commoditie	n1	commodity	commodity	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Christendome	Christendome	np1	Christendome	Christendom	0
.	.	.	.	.	1
And	And	cc	And	and	0
they	they	pns32	they	they	0
received	received	vvd	received	receive	0
us	us	pno12	us	we	0
with	with	p-acp	with	with	0
gladnes	gladnes	n1	gladness	gladness	0
,	,	,	,	,	0
and	and	cc	and	and	0
gave	gave	vvd	gave	give	0
us	us	pno12	us	we	0
enterteinement	enterteinement	n1	enterteinement	enterteinement	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
cathedrall	cathedrall	n1	cathedral	cathedral	0
Church	Church	n1	Church	church	0
.	.	.	.	.	1
The	The	dt	The	the	0
bishop	bishop	n1	bishop	bishop	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
Church	Church	n1	Church	church	0
was	was	vbds	was	be	0
with	with	p-acp	with	with	0
Sartach	Sartach	np1	Sartach	Sartach	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
told	told	vvd	told	tell	0
me	me	pno11	me	i	0
many	many	d	many	many	0
good	good	j	good	good	0
things	things	n2	things	thing	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
Sartach	Sartach	n1	Sartach	sartach	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
afterward	afterward	av	afterwards	afterward	0
I	I	pns11	I	i	0
found	found	vvd	found	find	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
nothing	nothing	pix	nothing	nothing	0
so	so	av	so	so	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
put	put	vvd	put	put	0
they	they	pns32	they	they	0
us	us	pno12	us	we	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
choyce	choyce	n1	choice	choice	0
,	,	,	,	,	0
whither	whither	c-crq	whither	whither	0
we	we	pns12	we	we	0
woulde	woulde	vmd	would	will	0
have	have	vhi	have	have	0
cartes	cartes	n2	carts	cart	0
and	and	cc	and	and	0
oxen	oxen	n2	oxen	ox	0
,	,	,	,	,	0
or	or	cc	or	or	0
packe	packe	vvi	pack	pack	0
horses	horses	n2	horses	horse	0
to	to	pc-acp	to	to	0
transport	transport	vvi	transport	transport	0
our	our	po12	our	our	0
cariages	cariages	n2	carriages	carriage	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
marchants	marchants	n2	merchants	merchant	0
of	of	pp-f	of	of	0
