Orders	Orders	n1	Order	order	0
dismissed	dismissed	vvn	dismissed	dismiss	0
.	.	.	.	.	1
And	And	cc	And	and	0
afterward	afterward	av	afterwards	afterward	0
were	were	vbdr	were	be	0
erected	erected	vvn	erected	erect	0
not	not	xx	not	not	0
farre	farre	av-j	far	far	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
place	place	n1	place	place	0
the	the	dt	the	the	0
Armes	Armes	n2	Arms	arm	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
ingraven	ingraven	vvn	engraven	engrave	0
in	in	p-acp	in	in	0
lead	lead	n1	led	lead	0
,	,	,	,	,	0
and	and	cc	and	and	0
infixed	infixed	vvn	infixed	infix	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
pillar	pillar	n1	pillar	pillar	0
of	of	pp-f	of	of	0
wood	wood	n1	wood	wood	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
further	further	av-jc	further	further	0
and	and	cc	and	and	0
actually	actually	av-j	actually	actual	0
to	to	pc-acp	to	to	0
establish	establish	vvi	establish	establish	0
this	this	d	this	this	0
possession	possession	n1	possession	possession	0
taken	taken	vvn	taken	take	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
right	right	n-jn	right	right	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
Majestie	Majestie	n1	Majesty	majesty	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
behoofe	behoofe	n1	behoof	behoof	0
of	of	pp-f	of	of	0
Sir	Sir	n1	Sir	sir	0
Humfrey	Humfrey	np1	Humfrey	Humphrey	0
Gilbert	Gilbert	np1	Gilbert	Gilbert	0
knight	knight	n1	knight	knight	0
,	,	,	,	,	0
his	his	po31	his	his	0
heires	heires	n2	heirs	heir	0
and	and	cc	and	and	0
assignes	assignes	vvz	assigns	assign	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
:	:	:	:	:	0
the	the	dt	the	the	0
general	general	n1	general	general	0
granted	granted	vvn	granted	grant	0
in	in	p-acp	in	in	0
fee	fee	n1	fee	fee	0
farme	farme	n1	farm	farm	0
divers	divers	j	diverse	diverse	0
parcels	parcels	n2	parcels	parcel	0
of	of	pp-f	of	of	0
land	land	n1	land	land	0
lying	lying	vvg	lying	lie	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
water	water	n1	water	water	0
side	side	n1	side	side	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
harbor	harbor	n1	harbour	harbour	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	0
John	John	np1	John	John	0
,	,	,	,	,	0
and	and	cc	and	and	0
elsewhere	elsewhere	av	elsewhere	elsewhere	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
owners	owners	n2	owners	owner	0
a	a	dt	a	a	0
great	great	j	great	great	0
commoditie	commoditie	n1	commodity	commodity	0
,	,	,	,	,	0
being	being	vbg	being	be	0
thereby	thereby	av	thereby	thereby	0
assured	assured	vvn	assured	assure	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
proper	proper	j	proper	proper	0
inheritance	inheritance	n1	inheritance	inheritance	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
grounds	grounds	n2	grounds	ground	0
convenient	convenient	j	convenient	convenient	0
to	to	pc-acp	to	to	0
dresse	dresse	vvi	dress	dress	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
drie	drie	vvi	dry	dry	0
their	their	po32	their	their	0
fish	fish	n1	fish	fish	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
many	many	d	many	many	0
times	times	n2	times	time	0
before	before	c-acp	before	before	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
fade	fade	vvi	fade	fade	0
,	,	,	,	,	0
being	being	vbg	being	be	0
prevented	prevented	vvn	prevented	prevent	0
54	54	crd	54	54	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
SIR	SIR	n1	SIR	sir	0
HUMPHREY	HUMPHREY	np1	HUMPHREY	Humphrey	0
GILBERT	GILBERT	np1	GILBERT	Gilbert	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
came	came	vvd	came	come	0
first	first	ord	first	first	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
harbor	harbor	n1	harbour	harbour	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
which	which	r-crq	which	which	0
grounds	grounds	n2	grounds	ground	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
covenant	covenant	n1	covenant	covenant	0
to	to	pc-acp	to	to	0
pay	pay	vvi	pay	pay	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
rent	rent	n1	rend	rent	0
and	and	cc	and	and	0
service	service	n1	service	service	0
unto	unto	p-acp	unto	unto	0
sir	sir	n1	sir	sir	0
Humfrey	Humfrey	np1	Humfrey	Humphrey	0
Gilbert	Gilbert	np1	Gilbert	Gilbert	0
,	,	,	,	,	0
his	his	po31	his	his	0
heires	heires	n2	heirs	heir	0
or	or	cc	or	or	0
assignes	assignes	vvz	assigns	assign	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
and	and	cc	and	and	0
yeerely	yeerely	av-j	yearly	yearly	0
to	to	pc-acp	to	to	0
maintaine	maintaine	vvi	maintain	maintain	0
possession	possession	n1	possession	possession	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
themselves	themselves	px32	themselves	themselves	0
or	or	cc	or	or	0
their	their	po32	their	their	0
assignes	assignes	vvz	assigns	assign	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Now	Now	av	Now	now	0
remained	remained	vvd	remained	remain	0
only	only	av-j	only	only	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
provision	provision	n1	provision	provision	0
granted	granted	vvn	granted	grant	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
as	as	p-acp	as	as	0
every	every	d	every	every	0
shippe	shippe	n1	ship	ship	0
was	was	vbds	was	be	0
taxed	taxed	vvn	taxed	tax	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
did	did	vdd	did	do	0
fish	fish	vvi	fish	fish	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
adjoyning	adjoyning	vvg	adjoining	adjoin	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
while	while	n1	while	while	0
,	,	,	,	,	0
the	the	dt	the	the	0
general	general	n1	general	general	0
appointed	appointed	vvn	appointed	appoint	0
men	men	n2	men	man	0
unto	unto	p-acp	unto	unto	0
their	their	po32	their	their	0
charge	charge	n1	charge	charge	0
:	:	:	:	:	0
some	some	d	some	some	0
to	to	pc-acp	to	to	0
repaire	repaire	vvi	repair	repair	0
and	and	cc	and	and	0
trim	trim	vvi	trim	trim	0
the	the	dt	the	the	0
ships	ships	n2	ships	ship	0
,	,	,	,	,	0
others	others	n2-jn	others	other	0
to	to	pc-acp	to	to	0
attend	attend	vvi	attend	attend	0
in	in	p-acp	in	in	0
gathering	gathering	vvg	gathering	gather	0
togither	togither	av	together	together	0
our	our	po12	our	our	0
supply	supply	n1	supply	supply	0
and	and	cc	and	and	0
provisions	provisions	n2	provisions	provision	0
:	:	:	:	:	0
others	others	ng2-jn	others	other	0
to	to	pc-acp	to	to	0
search	search	vvi	search	search	0
the	the	dt	the	the	0
commodities	commodities	n2	commodities	commodity	0
and	and	cc	and	and	0
singularities	singularities	n2	singularities	singularity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
by	by	p-acp	by	by	0
sea	sea	n1	sea	sea	0
or	or	cc	or	or	0
land	land	n1	land	land	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
relation	relation	n1	relation	relation	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
general	general	n1	general	general	0
what	what	r-crq	what	what	0
eyther	eyther	av-d	either	either	0
themselves	themselves	px32	themselves	themselves	0
could	could	vmd	could	can	0
knowe	knowe	vvi	know	know	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
travaile	travaile	n1	travail	travail	0
and	and	cc	and	and	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
good	good	j	good	good	0
intelligence	intelligence	n1	intelligence	intelligence	0
of	of	pp-f	of	of	0
English	English	jp	English	english	0
men	men	n2	men	man	0
or	or	cc	or	or	0
strangers	strangers	n2	strangers	stranger	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
longest	longest	av-js	longest	long	0
frequented	frequented	vvn	frequented	frequent	0
the	the	pno32	thee	they	0
same	same	d	same	same	0
coast	coast	n1	coast	coast	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
some	some	d	some	some	0
observed	observed	vvd	observed	observe	0
the	the	dt	the	the	0
elevation	elevation	n1	elevation	elevation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
pole	pole	n1	pole	pole	0
,	,	,	,	,	0
and	and	cc	and	and	0
drewe	drewe	vvd	drew	draw	0
plats	plats	n2	plots	plait	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
exactly	exactly	av-j	exactly	exact	0
graded	graded	vvn	graded	grade	0
.	.	.	.	.	1
And	And	cc	And	and	0
by	by	p-acp	by	by	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
gather	gather	vvi	gather	gather	0
by	by	p-acp	by	by	0
each	each	d	each	each	0
mans	mans	ng1	men	man	0
severall	severall	j	several	several	0
relation	relation	n1	relation	relation	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
drawen	drawen	vvn	drawn	draw	0
a	a	dt	a	a	0
briefe	briefe	j	brief	brief	0
description	description	n1	description	description	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Newfound	Newfound	j	Newfound	newfound	0
land	land	n1	land	land	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
commodities	commodities	n2	commodities	commodity	0
by	by	p-acp	by	by	0
sea	sea	n1	sea	sea	0
or	or	cc	or	or	0
lande	lande	n1	land	land	0
alreadie	alreadie	av	already	already	0
made	made	vvn	made	make	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
also	also	av	also	also	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
possibilitie	possibilitie	n1	possibility	possibility	0
and	and	cc	and	and	0
great	great	j	great	great	0
likelihood	likelihood	n1	likelihood	likelihood	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
:	:	:	:	:	0
Neverthelesse	Neverthelesse	av	Nevertheless	nevertheless	0
the	the	dt	the	the	0
Cardes	Cardes	n2	Cards	card	0
and	and	cc	and	and	0
plats	plats	n2	plots	plait	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
drawing	drawing	vvg	drawing	draw	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
due	due	j-jn	due	due	0
gradation	gradation	n1	gradation	gradation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
harbors	harbors	n2	harbors	harbour	0
,	,	,	,	,	0
bayes	bayes	n2	bays	bay	0
,	,	,	,	,	0
and	and	cc	and	and	0
capes	capes	n2	capes	cape	0
,	,	,	,	,	0
did	did	vdd	did	do	0
perish	perish	vvi	perish	perish	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Admirall	Admirall	n1	Admiral	admiral	0
:	:	:	:	:	0
wherefore	wherefore	c-crq	wherefore	wherefore	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
description	description	n1	description	description	0
following	following	vvg	following	follow	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
omit	omit	vvi	omit	omit	0
the	the	dt	the	the	0
particulars	particulars	n2-j	particulars	particular	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
things	things	n2	things	thing	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	1
